TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS
373,hybrid,x00876,Ruddy x Common Shelduck (hybrid),Tadorna ferruginea x tadorna,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
374,species,creshe1,Crested Shelduck,Tadorna cristata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
375,species,spwgoo1,Spur-winged Goose,Plectropterus gambensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
376,issf,spwgoo2,Spur-winged Goose (Northern),Plectropterus gambensis gambensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,spwgoo1
377,issf,spwgoo3,Spur-winged Goose (Southern),Plectropterus gambensis niger,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,spwgoo1
378,species,flystd1,Flying Steamer-Duck,Tachyeres patachonicus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
379,species,flistd1,Flightless Steamer-Duck,Tachyeres pteneres,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
380,form,flistd2,Flightless Steamer-Duck (Chiloe form),Tachyeres pteneres [undescribed form],Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,flistd1
381,species,falstd1,Falkland Steamer-Duck,Tachyeres brachypterus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
382,species,whhstd1,White-headed Steamer-Duck,Tachyeres leucocephalus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
383,spuh,steame1,steamer-duck sp.,Tachyeres sp.,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
384,species,creduc1,Crested Duck,Lophonetta specularioides,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
387,species,speduc2,Spectacled Duck,Speculanas specularis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
388,species,musduc,Muscovy Duck,Cairina moschata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
389,domestic,musduc3,Muscovy Duck (Established Feral),Cairina moschata (Established Feral),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,musduc
390,domestic,musduc2,Muscovy Duck (Domestic type),Cairina moschata (Domestic type),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
391,species,grnpyg1,Green Pygmy-Goose,Nettapus pulchellus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
392,species,copgoo1,Cotton Pygmy-Goose,Nettapus coromandelianus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
395,species,afrpyg1,African Pygmy-Goose,Nettapus auritus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
396,species,rintea1,Ringed Teal,Callonetta leucophrys,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
397,species,wooduc,Wood Duck,Aix sponsa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
398,hybrid,x00940,Common Shelduck x Wood Duck (hybrid),Tadorna tadorna x Aix sponsa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
399,species,manduc,Mandarin Duck,Aix galericulata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
400,hybrid,x00833,Wood x Mandarin Duck (hybrid),Aix sponsa x galericulata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
401,species,manduc1,Maned Duck,Chenonetta jubata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
402,species,finduc1,Finsch's Duck,Chenonetta finschi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
403,species,bratea1,Brazilian Teal,Amazonetta brasiliensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
406,species,bluduc1,Blue Duck,Hymenolaimus malacorhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
407,species,torduc1,Torrent Duck,Merganetta armata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
414,species,saltea1,Salvadori's Teal,Salvadorina waigiuensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
415,species,baitea,Baikal Teal,Sibirionetta formosa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
416,species,gargan,Garganey,Spatula querquedula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
417,species,hottea1,Hottentot Teal,Spatula hottentota,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
418,species,siltea1,Silver Teal,Spatula versicolor,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
421,species,puntea1,Puna Teal,Spatula puna,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
422,species,buwtea,Blue-winged Teal,Spatula discors,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
423,species,cintea,Cinnamon Teal,Spatula cyanoptera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
429,hybrid,bwxtea1,Blue-winged x Cinnamon Teal (hybrid),Spatula discors x cyanoptera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
430,slash,y00314,Blue-winged/Cinnamon Teal,Spatula discors/cyanoptera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
431,species,redsho1,Red Shoveler,Spatula platalea,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
432,species,capsho1,Cape Shoveler,Spatula smithii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
433,species,aussho1,Australian Shoveler,Spatula rhynchotis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
434,species,norsho,Northern Shoveler,Spatula clypeata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
435,hybrid,x00836,Garganey x Northern Shoveler (hybrid),Spatula querquedula x clypeata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
436,hybrid,x00629,Blue-winged Teal x Northern Shoveler (hybrid),Spatula discors x clypeata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
437,hybrid,x00630,Cinnamon Teal x Northern Shoveler (hybrid),Spatula cyanoptera x clypeata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
438,species,gadwal,Gadwall,Mareca strepera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
439,issf,gadwal1,Gadwall (Common),Mareca strepera strepera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,gadwal
440,issf,gadwal2,Gadwall (Coues's),Mareca strepera couesi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,gadwal
441,hybrid,x00457,Northern Shoveler x Gadwall (hybrid),Spatula clypeata x Mareca strepera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
442,species,falduc,Falcated Duck,Mareca falcata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
443,species,eurwig,Eurasian Wigeon,Mareca penelope,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
444,hybrid,x00723,Gadwall x Eurasian Wigeon (hybrid),Mareca strepera x penelope,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
445,species,amewig,American Wigeon,Mareca americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
446,hybrid,x00877,Wood Duck x American Wigeon (hybrid),Aix sponsa x Mareca americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
447,hybrid,x00777,Northern Shoveler x American Wigeon (hybrid),Spatula clypeata x Mareca americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
448,hybrid,x00724,Gadwall x American Wigeon (hybrid),Mareca strepera x americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
449,hybrid,x00421,Eurasian x American Wigeon (hybrid),Mareca penelope x americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
450,slash,y00670,Eurasian/American Wigeon,Mareca penelope/americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
451,species,chiwig1,Chiloe Wigeon,Mareca sibilatrix,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
452,species,amsduc1,Amsterdam Duck,Mareca marecula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
453,species,afbduc1,African Black Duck,Anas sparsa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
456,species,yebduc1,Yellow-billed Duck,Anas undulata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
459,species,melduc1,Meller's Duck,Anas melleri,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
460,species,pabduc1,Pacific Black Duck,Anas superciliosa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
463,species,layduc,Laysan Duck,Anas laysanensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
464,species,hawduc,Hawaiian Duck,Anas wyvilliana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
465,species,phiduc1,Philippine Duck,Anas luzonica,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
466,species,isbduc1,Indian Spot-billed Duck,Anas poecilorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
469,species,spbduc,Eastern Spot-billed Duck,Anas zonorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
470,slash,y00830,Indian/Eastern Spot-billed Duck,Anas poecilorhyncha/zonorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
471,species,mallar3,Mallard,Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
474,domestic,mallar2,Mallard (Domestic type),Anas platyrhynchos (Domestic type),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
475,hybrid,mdxmal1,Muscovy Duck x Mallard (hybrid),Cairina moschata x Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
476,hybrid,x00205,Wood Duck x Mallard (hybrid),Aix sponsa x Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
477,hybrid,x00612,Northern Shoveler x Mallard (hybrid),Spatula clypeata x Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
478,hybrid,x00420,Gadwall x Mallard (hybrid),Mareca strepera x Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
479,hybrid,x00647,Eurasian Wigeon x Mallard (hybrid),Mareca penelope x Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
480,hybrid,x00611,American Wigeon x Mallard (hybrid),Mareca americana x Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
481,hybrid,x00760,Yellow-billed Duck x Mallard (hybrid),Anas undulata x platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
482,hybrid,x00458,Mallard x Pacific Black Duck (hybrid),Anas platyrhynchos x superciliosa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
483,hybrid,x00423,Mallard x Hawaiian Duck (hybrid),Anas platyrhynchos x wyvilliana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
484,hybrid,x00834,Mallard x Indian Spot-billed Duck (hybrid),Anas platyrhynchos x poecilorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
485,hybrid,x00835,Mallard x Eastern Spot-billed Duck (hybrid),Anas platyrhynchos x zonorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
486,slash,y01128,Mallard/Pacific Black Duck,Anas platyrhynchos/superciliosa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
487,slash,y01129,Mallard/Hawaiian Duck,Anas platyrhynchos/wyvilliana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
488,slash,y01130,Mallard/Indian Spot-billed Duck,Anas platyrhynchos/poecilorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
489,slash,y01131,Mallard/Eastern Spot-billed Duck,Anas platyrhynchos/zonorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
490,species,mexduc,Mexican Duck,Anas diazi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
491,hybrid,mallar4,Mallard x Mexican Duck (hybrid),Anas platyrhynchos x diazi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
492,slash,mallar,Mallard/Mexican Duck,Anas platyrhynchos/diazi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
493,species,ambduc,American Black Duck,Anas rubripes,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
494,hybrid,x00941,American Wigeon x American Black Duck (hybrid),Mareca americana x Anas rubripes,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
495,hybrid,x00004,Mallard x American Black Duck (hybrid),Anas platyrhynchos x rubripes,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
496,slash,y00600,Mallard/American Black Duck,Anas platyrhynchos/rubripes,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
497,species,motduc,Mottled Duck,Anas fulvigula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
498,issf,motduc1,Mottled Duck (Florida),Anas fulvigula fulvigula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,motduc
499,issf,motduc2,Mottled Duck (Gulf Coast),Anas fulvigula maculosa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,motduc
500,hybrid,x00422,Mallard x Mottled Duck (hybrid),Anas platyrhynchos x fulvigula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
501,slash,y00632,Mallard/Mottled Duck,Anas platyrhynchos/fulvigula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
502,hybrid,y01098,Mallard x Mexican/Mottled Duck (hybrid),Anas platyrhynchos x diazi/fulvigula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
503,hybrid,x00922,Mexican x Mottled Duck (hybrid),Anas diazi x fulvigula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
504,slash,y01099,Mexican/Mottled Duck,Anas diazi/fulvigula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
505,slash,y00633,American Black/Mottled Duck,Anas rubripes/fulvigula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
506,species,captea1,Cape Teal,Anas capensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
507,species,whcpin,White-cheeked Pintail,Anas bahamensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
508,issf,whcpin1,White-cheeked Pintail (White-cheeked),Anas bahamensis bahamensis/rubrirostris,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,whcpin
511,issf,whcpin2,White-cheeked Pintail (Galapagos),Anas bahamensis galapagensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,whcpin
512,hybrid,x00778,Mallard x White-cheeked Pintail (hybrid),Anas platyrhynchos x bahamensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
513,species,rebduc1,Red-billed Duck,Anas erythrorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
514,species,norpin,Northern Pintail,Anas acuta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
515,hybrid,x00837,Baikal Teal x Northern Pintail (hybrid),Sibirionetta formosa x Anas acuta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
516,hybrid,x00610,Gadwall x Northern Pintail (hybrid),Mareca strepera x Anas acuta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
517,hybrid,x00761,Eurasian Wigeon x Northern Pintail (hybrid),Mareca penelope x Anas acuta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
518,hybrid,x00196,American Wigeon x Northern Pintail (hybrid),Mareca americana x Anas acuta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
519,hybrid,x00628,Mallard x Northern Pintail (hybrid),Anas platyrhynchos x acuta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
520,hybrid,x00674,American Black Duck x Northern Pintail (hybrid),Anas rubripes x acuta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
521,species,eatpin1,Eaton's Pintail,Anas eatoni,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
524,species,yebpin1,Yellow-billed Pintail,Anas georgica,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
525,issf,yebpin2,Yellow-billed Pintail (South Georgia),Anas georgica georgica,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,yebpin1
526,issf,yebpin3,Yellow-billed Pintail (South American),Anas georgica spinicauda/niceforoi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,yebpin1
529,species,gnwtea,Green-winged Teal,Anas crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
530,issf,egwtea1,Green-winged Teal (Eurasian),Anas crecca crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,gnwtea
531,issf,agwtea1,Green-winged Teal (American),Anas crecca carolinensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,gnwtea
532,intergrade,gnwtea1,Green-winged Teal (Eurasian x American),Anas crecca crecca x carolinensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,gnwtea
533,slash,y00766,Garganey/Green-winged Teal,Spatula querquedula/Anas crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
534,hybrid,x00673,Blue-winged x Green-winged Teal (hybrid),Spatula discors x Anas crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
535,hybrid,x00763,Cinnamon x Green-winged Teal (hybrid),Spatula cyanoptera x Anas crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
536,hybrid,x00762,Gadwall x Green-winged Teal (hybrid),Mareca strepera x Anas crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
537,hybrid,x00646,American Wigeon x Green-winged Teal (hybrid),Mareca americana x Anas crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
538,hybrid,x00670,Mallard x Green-winged Teal (hybrid),Anas platyrhynchos x crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
539,hybrid,x00725,Northern Pintail x Green-winged Teal (hybrid),Anas acuta x crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
540,species,spetea3,Andean Teal,Anas andium,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
541,issf,andtea2,Andean Teal (Merida),Anas andium altipetens,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,spetea3
542,issf,andtea3,Andean Teal (Andean),Anas andium andium,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,spetea3
543,species,yebtea1,Yellow-billed Teal,Anas flavirostris,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
544,issf,spetea2,Yellow-billed Teal (flavirostris),Anas flavirostris flavirostris,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,yebtea1
545,issf,spetea4,Yellow-billed Teal (oxyptera),Anas flavirostris oxyptera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,yebtea1
546,slash,spetea1,Andean/Yellow-billed Teal,Anas andium/flavirostris,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
547,species,mauduc1,Mauritius Duck,Anas theodori,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
548,species,andtea1,Andaman Teal,Anas albogularis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
549,species,suntea1,Sunda Teal,Anas gibberifrons,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
550,species,gretea1,Gray Teal,Anas gracilis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
553,hybrid,x00926,Pacific Black Duck x Gray Teal (hybrid),Anas superciliosa x gracilis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
554,species,chetea1,Chestnut Teal,Anas castanea,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
555,hybrid,x00925,Pacific Black Duck x Chestnut Teal (hybrid),Anas superciliosa x castanea,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
556,hybrid,x00913,Gray x Chestnut Teal (hybrid),Anas gracilis x castanea,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
557,species,bertea1,Bernier's Teal,Anas bernieri,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
558,species,auitea1,Auckland Islands Teal,Anas aucklandica,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
559,species,caitea1,Campbell Islands Teal,Anas nesiotis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
560,species,brotea1,Brown Teal,Anas chlorotis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
561,hybrid,x00878,Mallard x Brown Teal (hybrid),Anas platyrhynchos x chlorotis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
562,spuh,anas1,Anas sp.,Anas sp.,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
563,spuh,teal,teal sp.,Anatidae sp. (teal sp.),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
564,spuh,dabduc1,dabbling duck sp.,Anatidae sp. (dabbling duck sp.),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
565,species,pieduc1,Pink-eared Duck,Malacorhynchus membranaceus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
566,species,martea1,Marbled Teal,Marmaronetta angustirostris,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
567,species,pihduc1,Pink-headed Duck,Rhodonessa caryophyllacea,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
568,species,whwduc1,White-winged Duck,Asarcornis scutulata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
569,species,recpoc,Red-crested Pochard,Netta rufina,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
570,hybrid,x00648,Mallard x Red-crested Pochard (hybrid),Anas platyrhynchos x Netta rufina,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
571,species,soupoc1,Southern Pochard,Netta erythrophthalma,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
574,species,robpoc1,Rosy-billed Pochard,Netta peposaca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
575,species,canvas,Canvasback,Aythya valisineria,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
